"Data e HoraObservação","QNH (hPa)","QFE (hPa)","QFF (hPa)","Tendência da Pressão(conforme ICA 105-16)","Alt850hpa"
"28/11/2023 - 22:00:00","1007,6","998,3","-","-","-"
"29/11/2023 - 09:00:00","1008,4","999,1","1008,1","3","-"
"29/11/2023 - 10:00:00","1008,9","999,6","-","-","-"
"29/11/2023 - 11:00:00","1009,4","1000,1","-","-","-"
"29/11/2023 - 12:00:00","1009,3","1000,0","1009,0","1","-"
"29/11/2023 - 13:00:00","1009,3","1000,0","-","-","-"
"29/11/2023 - 14:00:00","1009,6","1000,3","-","-","-"
"29/11/2023 - 15:00:00","1009,2","999,9","1008,9","8","-"
"29/11/2023 - 16:00:00","1008,5","999,2","-","-","-"
"29/11/2023 - 17:00:00","1008,5","999,2","-","-","-"
"29/11/2023 - 18:00:00","1007,6","998,3","1007,3","8","-"
"29/11/2023 - 19:00:00","1007,0","997,7","-","-","-"
"29/11/2023 - 20:00:00","1006,3","997,0","-","-","-"
"29/11/2023 - 21:00:00","1007,3","998,0","1007,0","5","-"
"29/11/2023 - 22:00:00","1006,9","997,6","-","-","-"
"30/11/2023 - 09:00:00","1009,4","1000,1","1009,1","0","-"
"30/11/2023 - 10:00:00","1009,0","999,7","-","-","-"
"30/11/2023 - 11:00:00","1009,7","1000,4","-","-","-"
"30/11/2023 - 12:00:00","1009,2","999,9","1008,8","0","-"
"30/11/2023 - 13:00:00","1010,5","1001,2","-","-","-"
"30/11/2023 - 14:00:00","1010,5","1001,2","-","-","-"
"30/11/2023 - 15:00:00","1010,7","1001,4","1010,3","3","-"
"30/11/2023 - 16:00:00","1012,2","1002,9","-","-","-"
"30/11/2023 - 17:00:00","1012,6","1003,3","-","-","-"
"30/11/2023 - 18:00:00","1010,4","1001,1","1010,1","0","-"
"30/11/2023 - 19:00:00","1007,8","998,5","-","-","-"
"30/11/2023 - 20:00:00","1006,3","997,0","-","-","-"
"30/11/2023 - 21:00:00","1005,9","996,6","1005,6","6","-"
"30/11/2023 - 22:00:00","1007,5","998,2","-","-","-"
"01/12/2023 - 09:00:00","1007,7","998,4","1007,4","5","-"
"01/12/2023 - 10:00:00","1007,9","998,6","-","-","-"
"01/12/2023 - 11:00:00","1008,1","998,8","-","-","-"
"01/12/2023 - 12:00:00","1008,1","998,8","1007,7","1","-"
"01/12/2023 - 13:00:00","1007,8","998,5","-","-","-"
"01/12/2023 - 14:00:00","1007,3","998,0","-","-","-"
"01/12/2023 - 15:00:00","1006,4","997,1","1005,9","7","-"
"01/12/2023 - 16:00:00","1005,8","996,5","-","-","-"
"01/12/2023 - 17:00:00","1005,2","995,9","-","-","-"
"01/12/2023 - 18:00:00","1003,9","994,6","1003,4","8","-"
"01/12/2023 - 19:00:00","1002,8","993,6","-","-","-"
"01/12/2023 - 20:00:00","1001,6","992,4","-","-","-"
"01/12/2023 - 21:00:00","1000,9","991,7","1000,5","7","-"
"01/12/2023 - 22:00:00","1001,7","992,5","-","-","-"
"02/12/2023 - 09:00:00","1009,0","999,7","1008,6","3","-"
"02/12/2023 - 10:00:00","1009,7","1000,4","-","-","-"
"02/12/2023 - 11:00:00","1011,0","1001,7","-","-","-"
"02/12/2023 - 12:00:00","1012,0","1002,7","1011,7","2","-"
"02/12/2023 - 13:00:00","1011,8","1002,5","-","-","-"
"02/12/2023 - 14:00:00","1012,3","1003,0","-","-","-"
"02/12/2023 - 15:00:00","1012,7","1003,4","1012,5","2","-"
"02/12/2023 - 16:00:00","1011,7","1002,4","-","-","-"
"02/12/2023 - 17:00:00","1010,1","1000,8","-","-","-"
"02/12/2023 - 18:00:00","1008,2","998,9","1008,0","7","-"
"02/12/2023 - 19:00:00","1006,4","997,1","-","-","-"
"02/12/2023 - 20:00:00","1005,5","996,2","-","-","-"
"02/12/2023 - 21:00:00","1007,8","998,5","1007,6","5","-"
"02/12/2023 - 22:00:00","1007,7","998,4","-","-","-"
"03/12/2023 - 09:00:00","1010,5","1001,2","1010,3","3","-"
"03/12/2023 - 10:00:00","1012,1","1002,8","-","-","-"
"03/12/2023 - 11:00:00","1010,8","1001,5","-","-","-"
"03/12/2023 - 11:27:00","1011,1","1001,8","-","-","-"
"03/12/2023 - 12:00:00","1011,7","1002,4","1011,5","5","-"
"03/12/2023 - 13:00:00","1012,2","1002,9","-","-","-"
"03/12/2023 - 14:00:00","1012,5","1003,2","-","-","-"
"03/12/2023 - 15:00:00","1012,6","1003,3","1012,5","2","-"
"03/12/2023 - 16:00:00","1013,8","1004,5","-","-","-"
"03/12/2023 - 17:00:00","1012,6","1003,3","-","-","-"
"03/12/2023 - 17:37:00","1013,2","1003,9","-","-","-"
"03/12/2023 - 18:00:00","1012,2","1002,9","1012,0","0","-"
"03/12/2023 - 18:16:00","1011,8","1002,5","-","-","-"
"03/12/2023 - 19:00:00","1010,2","1000,9","-","-","-"
"03/12/2023 - 20:00:00","1009,1","999,8","-","-","-"
"03/12/2023 - 21:00:00","1010,2","1000,9","1010,0","5","-"
"03/12/2023 - 22:00:00","1011,0","1001,7","-","-","-"
"04/12/2023 - 09:00:00","1016,6","1007,2","1016,4","1","-"
"04/12/2023 - 10:00:00","1016,4","1007,0","-","-","-"
"04/12/2023 - 11:00:00","1016,5","1007,1","-","-","-"
"04/12/2023 - 12:00:00","1017,1","1007,7","1016,9","3","-"
"04/12/2023 - 13:00:00","1016,9","1007,5","-","-","-"
"04/12/2023 - 14:00:00","1016,9","1007,5","-","-","-"
"04/12/2023 - 15:00:00","1016,9","1007,5","1016,7","6","-"
"04/12/2023 - 16:00:00","1016,9","1007,5","-","-","-"
"04/12/2023 - 17:00:00","1016,6","1007,2","-","-","-"
"04/12/2023 - 18:00:00","1016,4","1007,0","1016,2","7","-"
"04/12/2023 - 19:00:00","1015,8","1006,4","-","-","-"
"04/12/2023 - 20:00:00","1015,5","1006,1","-","-","-"
"04/12/2023 - 21:00:00","1015,4","1006,0","1015,2","7","-"
"04/12/2023 - 22:00:00","1015,7","1006,3","-","-","-"
"05/12/2023 - 09:00:00","1015,6","1006,2","1015,4","7","-"
"05/12/2023 - 10:00:00","1015,6","1006,2","-","-","-"
"05/12/2023 - 11:00:00","1015,7","1006,3","-","-","-"
"05/12/2023 - 12:00:00","1015,4","1006,0","-","-","-"
"05/12/2023 - 13:00:00","1014,9","1005,5","-","-","-"
"05/12/2023 - 14:00:00","1014,2","1004,9","-","-","-"
"05/12/2023 - 15:00:00","1013,5","1004,2","1013,3","7","-"
"05/12/2023 - 16:00:00","1012,6","1003,3","-","-","-"
"05/12/2023 - 17:00:00","1011,8","1002,5","-","-","-"
"05/12/2023 - 18:00:00","1010,6","1001,3","1010,4","7","-"
"05/12/2023 - 19:00:00","1009,5","1000,2","-","-","-"
"05/12/2023 - 20:00:00","1008,8","999,5","-","-","-"
"05/12/2023 - 21:00:00","1008,5","999,2","1008,2","7","-"
"05/12/2023 - 22:00:00","1008,4","999,1","-","-","-"
"06/12/2023 - 09:00:00","1008,5","999,2","1008,1","5","-"
"06/12/2023 - 10:00:00","1009,0","999,7","-","-","-"
"06/12/2023 - 11:00:00","1008,8","999,5","-","-","-"
"06/12/2023 - 11:32:00","1008,9","999,6","-","-","-"
"06/12/2023 - 12:00:00","1008,9","999,6","1008,6","5","-"
"06/12/2023 - 13:00:00","1008,5","999,2","-","-","-"
"06/12/2023 - 14:00:00","1008,2","998,9","-","-","-"
"06/12/2023 - 15:00:00","1008,2","998,9","1007,8","6","-"
"06/12/2023 - 16:00:00","1007,5","998,2","-","-","-"
"06/12/2023 - 17:00:00","1007,1","997,8","-","-","-"
"06/12/2023 - 18:00:00","1007,3","998,0","1006,9","5","-"
"06/12/2023 - 19:00:00","1007,5","998,2","-","-","-"
"06/12/2023 - 20:00:00","1008,1","998,8","-","-","-"
"06/12/2023 - 21:00:00","1007,9","998,6","1007,6","0","-"
"06/12/2023 - 22:00:00","1008,3","999,0","-","-","-"
"07/12/2023 - 09:00:00","1010,4","1001,1","1010,2","3","-"
"07/12/2023 - 10:00:00","1010,9","1001,6","-","-","-"
"07/12/2023 - 11:00:00","1011,8","1002,5","-","-","-"
"07/12/2023 - 12:00:00","1012,0","1002,7","1011,8","1","-"
"07/12/2023 - 13:00:00","1012,6","1003,3","-","-","-"
"07/12/2023 - 14:00:00","1012,7","1003,4","-","-","-"
"07/12/2023 - 15:00:00","1012,7","1003,4","1012,4","1","-"
"07/12/2023 - 16:00:00","1012,6","1003,3","-","-","-"
"07/12/2023 - 17:00:00","1012,2","1002,9","-","-","-"
"07/12/2023 - 18:00:00","1011,8","1002,5","1011,5","7","-"
"07/12/2023 - 19:00:00","1011,6","1002,3","-","-","-"
"07/12/2023 - 20:00:00","1011,5","1002,2","-","-","-"
"07/12/2023 - 21:00:00","1011,7","1002,4","1011,4","5","-"
"07/12/2023 - 22:00:00","1012,1","1002,8","-","-","-"
"08/12/2023 - 09:00:00","1019,3","1009,9","1019,1","3","-"
"08/12/2023 - 10:00:00","1019,7","1010,3","-","-","-"
"08/12/2023 - 12:00:00","1020,2","1010,8","1020,0","2","-"
"08/12/2023 - 13:00:00","1020,1","1010,7","-","-","-"
"08/12/2023 - 14:00:00","1020,1","1010,7","-","-","-"
"08/12/2023 - 15:00:00","1019,6","1010,2","1019,4","8","-"
"08/12/2023 - 16:00:00","1019,3","1009,9","-","-","-"
"08/12/2023 - 17:00:00","1018,7","1009,3","-","-","-"
"08/12/2023 - 18:00:00","1018,1","1008,7","1017,8","7","-"
"08/12/2023 - 19:00:00","1017,3","1007,9","-","-","-"
"08/12/2023 - 20:00:00","1016,9","1007,5","-","-","-"
"08/12/2023 - 21:00:00","1016,7","1007,3","1016,5","7","-"
"08/12/2023 - 22:00:00","1016,5","1007,1","-","-","-"
"09/12/2023 - 09:00:00","1016,1","1006,7","1015,9","3","-"
"09/12/2023 - 10:00:00","1016,0","1006,6","-","-","-"
"09/12/2023 - 11:00:00","1016,1","1006,7","-","-","-"
"09/12/2023 - 12:00:00","1015,9","1006,5","1015,7","8","-"
"09/12/2023 - 13:00:00","1016,0","1006,6","-","-","-"
"09/12/2023 - 14:00:00","1015,5","1006,1","-","-","-"
"09/12/2023 - 15:00:00","1014,4","1005,0","1014,1","8","-"
"09/12/2023 - 16:00:00","1013,8","1004,5","-","-","-"
"09/12/2023 - 17:00:00","1013,8","1004,5","-","-","-"
"09/12/2023 - 18:00:00","1013,1","1003,8","1012,9","8","-"
"09/12/2023 - 19:00:00","1012,7","1003,4","-","-","-"
"09/12/2023 - 20:00:00","1012,5","1003,2","-","-","-"
"09/12/2023 - 21:00:00","1012,3","1003,0","1012,1","7","-"
"09/12/2023 - 22:00:00","1012,5","1003,2","-","-","-"
"10/12/2023 - 09:00:00","1012,8","1003,5","1012,6","3","-"
"10/12/2023 - 10:00:00","1014,2","1004,9","-","-","-"
"10/12/2023 - 11:00:00","1013,5","1004,2","-","-","-"
"10/12/2023 - 12:00:00","1014,1","1004,8","1013,9","5","-"
"10/12/2023 - 13:00:00","1014,6","1005,2","-","-","-"
"10/12/2023 - 14:00:00","1014,8","1005,4","-","-","-"
"10/12/2023 - 15:00:00","1014,7","1005,3","1014,4","1","-"
"10/12/2023 - 16:00:00","1014,0","1004,7","-","-","-"
"10/12/2023 - 17:00:00","1013,3","1004,0","-","-","-"
"10/12/2023 - 18:00:00","1012,9","1003,6","1012,6","7","-"
"10/12/2023 - 19:00:00","1012,4","1003,1","-","-","-"
"10/12/2023 - 20:00:00","1012,0","1002,7","-","-","-"
"10/12/2023 - 21:00:00","1011,8","1002,5","1011,6","7","-"
"10/12/2023 - 22:00:00","1011,9","1002,6","-","-","-"
"11/12/2023 - 09:00:00","1011,8","1002,5","1011,6","3","-"
"11/12/2023 - 10:00:00","1012,4","1003,1","-","-","-"
"11/12/2023 - 11:00:00","1013,2","1003,9","-","-","-"
"11/12/2023 - 11:31:00","1013,7","1004,4","-","-","-"
"11/12/2023 - 12:00:00","1013,7","1004,4","1013,5","2","-"
"11/12/2023 - 13:00:00","1013,3","1004,0","-","-","-"
"11/12/2023 - 14:00:00","1013,1","1003,8","-","-","-"
"11/12/2023 - 15:00:00","1012,4","1003,1","1012,1","7","-"
"11/12/2023 - 16:00:00","1011,9","1002,6","-","-","-"
"11/12/2023 - 17:00:00","1011,3","1002,0","-","-","-"
"11/12/2023 - 18:00:00","1010,4","1001,1","1010,1","7","-"
"11/12/2023 - 19:00:00","1010,0","1000,7","-","-","-"
"11/12/2023 - 20:00:00","1009,8","1000,5","-","-","-"
"11/12/2023 - 21:00:00","1009,4","1000,1","1009,1","7","-"
"11/12/2023 - 22:00:00","1009,3","1000,0","-","-","-"
"12/12/2023 - 09:00:00","1012,0","1002,7","1011,7","2","-"
"12/12/2023 - 10:00:00","1012,8","1003,5","-","-","-"
"12/12/2023 - 11:00:00","1013,2","1003,9","-","-","-"
"12/12/2023 - 12:00:00","1013,4","1004,1","1013,1","2","-"
"12/12/2023 - 13:00:00","1013,3","1004,0","-","-","-"
"12/12/2023 - 14:00:00","1012,8","1003,5","-","-","-"
"12/12/2023 - 15:00:00","1012,3","1003,0","1011,9","7","-"
"12/12/2023 - 16:00:00","1011,8","1002,5","-","-","-"
"12/12/2023 - 17:00:00","1010,9","1001,6","-","-","-"
"12/12/2023 - 18:00:00","1010,2","1000,9","1009,8","-","-"
"12/12/2023 - 19:00:00","1009,4","1000,1","-","-","-"
"12/12/2023 - 20:00:00","1008,8","999,5","-","-","-"
"12/12/2023 - 21:00:00","1008,5","999,2","1008,1","7","-"
"12/12/2023 - 22:00:00","1008,4","999,1","-","-","-"
"13/12/2023 - 09:00:00","1006,5","997,2","1006,0","5","-"
"13/12/2023 - 10:00:00","1006,5","997,2","-","-","-"
"13/12/2023 - 11:00:00","1006,2","996,9","-","-","-"
"13/12/2023 - 12:00:00","1006,3","997,0","1005,9","6","-"
"13/12/2023 - 13:00:00","1005,0","995,7","-","-","-"
"13/12/2023 - 13:32:00","1007,3","998,0","-","-","-"
"13/12/2023 - 14:00:00","1009,1","999,8","-","-","-"
"13/12/2023 - 14:07:00","1009,0","999,7","-","-","-"
"13/12/2023 - 15:00:00","1008,1","998,8","1007,8","0","-"
"13/12/2023 - 15:10:00","1007,8","998,5","-","-","-"
"13/12/2023 - 16:00:00","1009,0","999,7","-","-","-"
"13/12/2023 - 16:23:00","1008,7","999,4","-","-","-"
"13/12/2023 - 17:00:00","1008,3","999,0","-","-","-"
"13/12/2023 - 18:00:00","1009,2","999,9","1008,9","5","-"
"13/12/2023 - 19:00:00","1010,2","1000,9","-","-","-"
"13/12/2023 - 20:00:00","1009,7","1000,4","-","-","-"
"13/12/2023 - 20:41:00","1008,3","999,0","-","-","-"
"13/12/2023 - 21:00:00","1006,9","997,6","1006,6","8","-"
"13/12/2023 - 22:00:00","1006,7","997,4","-","-","-"
"14/12/2023 - 09:00:00","1006,7","997,4","1006,4","3","-"
"14/12/2023 - 10:00:00","1007,9","998,6","-","-","-"
"14/12/2023 - 11:00:00","1009,0","999,7","-","-","-"
"14/12/2023 - 12:00:00","1009,4","1000,1","1009,1","2","-"
"14/12/2023 - 13:00:00","1009,5","1000,2","-","-","-"
"14/12/2023 - 14:00:00","1008,9","999,6","-","-","-"
"14/12/2023 - 15:00:00","1009,1","999,8","1008,8","5","-"
"14/12/2023 - 16:00:00","1009,4","1000,1","-","-","-"
"14/12/2023 - 17:00:00","1010,2","1000,9","-","-","-"
"14/12/2023 - 17:13:00","1009,3","1000,0","-","-","-"
"14/12/2023 - 18:00:00","1010,3","1001,0","1010,1","1","-"
"14/12/2023 - 19:00:00","1006,5","997,2","-","-","-"
"14/12/2023 - 20:00:00","1006,0","996,7","-","-","-"
"14/12/2023 - 21:00:00","1005,2","995,9","1004,9","6","-"
"14/12/2023 - 22:00:00","1005,5","996,2","-","-","-"
"15/12/2023 - 09:00:00","1005,2","995,9","1004,8","5","-"
"15/12/2023 - 10:00:00","1005,7","996,4","-","-","-"
"15/12/2023 - 11:00:00","1007,2","997,9","-","-","-"
"15/12/2023 - 11:37:00","1007,5","998,2","-","-","-"
"15/12/2023 - 11:44:00","1007,6","998,3","-","-","-"
"15/12/2023 - 12:00:00","1007,2","997,9","1006,8","1","-"
"15/12/2023 - 13:00:00","1008,1","998,8","-","-","-"
"15/12/2023 - 13:42:00","1010,3","1001,0","-","-","-"
"15/12/2023 - 13:49:00","1012,0","1002,7","-","-","-"
"15/12/2023 - 14:00:00","1012,8","1003,5","-","-","-"
"15/12/2023 - 14:44:00","1010,8","1001,5","-","-","-"
"15/12/2023 - 15:00:00","1010,9","1001,6","1010,7","0","-"
"15/12/2023 - 16:00:00","1010,8","1001,5","-","-","-"
"15/12/2023 - 16:37:00","1010,0","1000,7","-","-","-"
"15/12/2023 - 17:00:00","1010,2","1000,9","-","-","-"
"15/12/2023 - 18:00:00","1009,4","1000,1","1009,1","8","-"
"15/12/2023 - 19:00:00","1010,5","1001,2","-","-","-"
"15/12/2023 - 19:33:00","1011,6","1002,3","-","-","-"
"15/12/2023 - 20:00:00","1012,5","1003,2","-","-","-"
"15/12/2023 - 20:06:00","1012,3","1003,0","-","-","-"
"15/12/2023 - 21:00:00","1011,6","1002,3","1011,4","0","-"
"15/12/2023 - 22:00:00","1011,2","1001,9","-","-","-"
"16/12/2023 - 09:00:00","1008,4","999,1","1008,2","0","-"
"16/12/2023 - 10:00:00","1009,3","1000,0","-","-","-"
"16/12/2023 - 11:00:00","1009,8","1000,5","-","-","-"
"16/12/2023 - 12:00:00","1010,4","1001,1","1010,1","2","-"
"16/12/2023 - 13:00:00","1010,2","1000,9","-","-","-"
"16/12/2023 - 14:00:00","1010,5","1001,2","-","-","-"
"16/12/2023 - 15:00:00","1011,0","1001,7","1010,7","3","-"
"16/12/2023 - 16:00:00","1010,3","1001,0","-","-","-"
"16/12/2023 - 17:00:00","1009,6","1000,3","-","-","-"
"16/12/2023 - 18:00:00","1008,5","999,2","1008,1","7","-"
"16/12/2023 - 19:00:00","1007,3","998,0","-","-","-"
"16/12/2023 - 20:00:00","1006,6","997,3","-","-","-"
"16/12/2023 - 21:00:00","1005,8","996,5","1005,4","7","-"
"16/12/2023 - 22:00:00","1005,4","996,1","-","-","-"
"17/12/2023 - 09:00:00","1005,1","995,8","1004,6","2","-"
"17/12/2023 - 10:00:00","1005,7","996,4","-","-","-"
"17/12/2023 - 11:00:00","1006,8","997,5","-","-","-"
"17/12/2023 - 12:00:00","1007,0","997,7","1006,5","1","-"
"17/12/2023 - 13:00:00","1006,9","997,6","-","-","-"
"17/12/2023 - 14:00:00","1006,4","997,1","-","-","-"
"17/12/2023 - 15:00:00","1006,0","996,7","1005,4","7","-"
"17/12/2023 - 16:00:00","1006,7","997,4","-","-","-"
"17/12/2023 - 17:00:00","1005,9","996,6","-","-","-"
"17/12/2023 - 18:00:00","1005,3","996,0","1004,8","8","-"
"17/12/2023 - 19:00:00","1005,2","995,9","-","-","-"
"17/12/2023 - 20:00:00","1004,8","995,5","-","-","-"
"17/12/2023 - 21:00:00","1004,6","995,3","1004,1","7","-"
"17/12/2023 - 22:00:00","1004,9","995,6","-","-","-"
"18/12/2023 - 09:00:00","1004,8","995,5","1004,3","5","-"
"18/12/2023 - 10:00:00","1005,4","996,1","-","-","-"
"18/12/2023 - 11:00:00","1005,9","996,6","-","-","-"
"18/12/2023 - 12:00:00","1006,1","996,8","1005,7","1","-"
"18/12/2023 - 13:00:00","1006,4","997,1","-","-","-"
"18/12/2023 - 14:00:00","1006,3","997,0","-","-","-"
"18/12/2023 - 15:00:00","1006,1","996,8","1005,7","0","-"
"18/12/2023 - 15:10:00","1008,2","998,9","-","-","-"
"18/12/2023 - 15:15:00","1008,5","999,2","-","-","-"
"18/12/2023 - 15:33:00","1010,1","1000,8","-","-","-"
"18/12/2023 - 16:00:00","1010,7","1001,4","-","-","-"
"18/12/2023 - 17:00:00","1010,3","1001,0","-","-","-"
"18/12/2023 - 18:00:00","1009,3","1000,0","1009,0","0","-"
"18/12/2023 - 19:00:00","1007,2","997,9","-","-","-"
"18/12/2023 - 20:00:00","1007,1","997,8","-","-","-"
"18/12/2023 - 21:00:00","1007,5","998,2","1007,2","6","-"
"18/12/2023 - 22:00:00","1007,2","997,9","-","-","-"
"19/12/2023 - 09:00:00","1011,6","1002,3","1011,4","3","-"
"19/12/2023 - 10:00:00","1011,8","1002,5","-","-","-"
"19/12/2023 - 11:00:00","1012,9","1003,6","-","-","-"
"19/12/2023 - 12:00:00","1013,4","1004,1","-","-","-"
"19/12/2023 - 13:00:00","1013,9","1004,6","-","-","-"
"19/12/2023 - 14:00:00","1013,4","1004,1","-","-","-"
"19/12/2023 - 15:00:00","1013,1","1003,8","1012,9","8","-"
"19/12/2023 - 16:00:00","1013,0","1003,7","-","-","-"
"19/12/2023 - 17:00:00","1013,0","1003,7","-","-","-"
"19/12/2023 - 18:00:00","1012,8","1003,5","1012,6","8","-"
"19/12/2023 - 19:00:00","1012,7","1003,4","-","-","-"
"19/12/2023 - 20:00:00","1012,3","1003,0","-","-","-"
"19/12/2023 - 21:00:00","1011,9","1002,6","1011,7","7","-"
"19/12/2023 - 22:00:00","1012,8","1003,5","-","-","-"
"20/12/2023 - 09:00:00","1012,5","1003,2","1012,3","3","-"
"20/12/2023 - 10:00:00","1013,5","1004,2","-","-","-"
"20/12/2023 - 11:00:00","1013,9","1004,6","-","-","-"
"20/12/2023 - 12:00:00","1013,9","1004,6","1013,8","1","-"
"20/12/2023 - 13:00:00","1013,8","1004,5","-","-","-"
"20/12/2023 - 14:00:00","1013,5","1004,2","-","-","-"
"20/12/2023 - 15:00:00","1012,9","1003,6","1012,7","7","-"
"20/12/2023 - 16:00:00","1012,2","1002,9","-","-","-"
"20/12/2023 - 17:00:00","1011,5","1002,2","-","-","-"
"20/12/2023 - 18:00:00","1010,9","1001,6","1010,7","7","-"
"20/12/2023 - 19:00:00","1010,2","1000,9","-","-","-"
"20/12/2023 - 20:00:00","1010,1","1000,8","-","-","-"
"20/12/2023 - 21:00:00","1009,8","1000,5","1009,6","8","-"
"20/12/2023 - 22:00:00","1010,3","1001,0","-","-","-"
"21/12/2023 - 09:00:00","1012,3","1003,0","1012,1","3","-"
"21/12/2023 - 10:00:00","1013,0","1003,7","-","-","-"
"21/12/2023 - 11:00:00","1013,7","1004,4","-","-","-"
"21/12/2023 - 12:00:00","1013,9","1004,6","1013,7","1","-"
"21/12/2023 - 13:00:00","1013,6","1004,3","-","-","-"
"21/12/2023 - 13:39:00","1013,5","1004,2","-","-","-"
"21/12/2023 - 14:00:00","1013,5","1004,2","-","-","-"
"21/12/2023 - 15:00:00","1012,9","1003,6","1012,6","8","-"
"21/12/2023 - 16:00:00","1012,4","1003,1","-","-","-"
"21/12/2023 - 17:00:00","1011,8","1002,5","-","-","-"
"21/12/2023 - 18:00:00","1011,0","1001,7","1010,7","7","-"
"21/12/2023 - 19:00:00","1010,7","1001,4","-","-","-"
"21/12/2023 - 20:00:00","1010,3","1001,0","-","-","-"
"21/12/2023 - 21:00:00","1010,0","1000,7","1009,7","7","-"
"21/12/2023 - 22:00:00","1010,3","1001,0","-","-","-"
"22/12/2023 - 09:00:00","1011,4","1002,1","1011,1","2","-"
"22/12/2023 - 10:00:00","1011,9","1002,6","-","-","-"
"22/12/2023 - 11:00:00","1012,4","1003,1","-","-","-"
"22/12/2023 - 12:00:00","1012,7","1003,4","1012,4","2","-"
"22/12/2023 - 13:00:00","1012,5","1003,2","-","-","-"
"22/12/2023 - 14:00:00","1012,3","1003,0","-","-","-"
"22/12/2023 - 15:00:00","1011,7","1002,4","1011,3","7","-"
"22/12/2023 - 16:00:00","1010,4","1001,1","-","-","-"
"22/12/2023 - 17:00:00","1009,3","1000,0","-","-","-"
"22/12/2023 - 18:00:00","1008,6","999,3","1008,2","7","-"
"22/12/2023 - 19:00:00","1008,1","998,8","-","-","-"
"22/12/2023 - 20:00:00","1008,2","998,9","-","-","-"
"22/12/2023 - 21:00:00","1007,6","998,3","1007,2","7","-"
"22/12/2023 - 22:00:00","1008,2","998,9","-","-","-"
"23/12/2023 - 09:00:00","1010,0","1000,7","1009,7","3","-"
"23/12/2023 - 10:00:00","1010,8","1001,5","-","-","-"
"23/12/2023 - 11:00:00","1010,7","1001,4","-","-","-"
"23/12/2023 - 12:00:00","1011,4","1002,1","1011,1","3","-"
"23/12/2023 - 13:00:00","1011,7","1002,4","-","-","-"
"23/12/2023 - 14:00:00","1011,2","1001,9","-","-","-"
"23/12/2023 - 15:00:00","1010,9","1001,6","1010,6","8","-"
"23/12/2023 - 16:00:00","1010,8","1001,5","-","-","-"
"23/12/2023 - 17:00:00","1010,6","1001,3","-","-","-"
"23/12/2023 - 18:00:00","1010,2","1000,9","1009,9","7","-"
"23/12/2023 - 19:00:00","1009,7","1000,4","-","-","-"
"23/12/2023 - 20:00:00","1009,0","999,7","-","-","-"
"23/12/2023 - 21:00:00","1008,6","999,3","1008,2","7","-"
"23/12/2023 - 22:00:00","1008,4","999,1","-","-","-"
"24/12/2023 - 09:00:00","1011,2","1001,9","1010,8","3","-"
"24/12/2023 - 10:00:00","1012,0","1002,7","-","-","-"
"24/12/2023 - 11:00:00","1012,2","1002,9","-","-","-"
"24/12/2023 - 12:00:00","1012,1","1002,8","1011,8","1","-"
"24/12/2023 - 13:00:00","1011,5","1002,2","-","-","-"
"24/12/2023 - 14:00:00","1011,2","1001,9","-","-","-"
"24/12/2023 - 15:00:00","1011,2","1001,9","1010,8","5","-"
"24/12/2023 - 16:00:00","1010,2","1000,9","-","-","-"
"24/12/2023 - 17:00:00","1009,6","1000,3","-","-","-"
"24/12/2023 - 18:00:00","1009,1","999,8","1008,7","7","-"
"24/12/2023 - 19:00:00","1008,4","999,1","-","-","-"
"24/12/2023 - 20:00:00","1008,0","998,7","-","-","-"
